,Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
93315,2022-2023,LaLiga,Mallorca,Giovanni González,uy URU,DF,28.0,7.0,701.0,7.8,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,9.0,17.0,29.0,0.0,0.26,0.26,0.0,0.26,0.2,0.2,1.2,1.4,0.03,0.18,0.21,0.03,0.21
93316,2022-2023,LaLiga,Mallorca,Antonio Sánchez,es ESP,MF,26.0,7.0,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,26.0,38.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.07,0.07,0.14,0.07,0.14
93317,2022-2023,LaLiga,Mallorca,Clément Grenier,fr FRA,MF,32.0,6.0,608.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,1.0,0.03,0.11,0.14,0.03,0.14
93318,2022-2023,LaLiga,Mallorca,Tino Kadewere,zw ZIM,"FW,MF",27.0,4.0,379.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,18.0,0.24,0.0,0.24,0.24,0.24,1.2,1.2,0.6,1.8,0.32,0.17,0.49,0.32,0.49
93319,2022-2023,LaLiga,Mallorca,Amath,sn SEN,"MF,FW",26.0,3.0,569.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,13.0,8.0,31.0,0.16,0.0,0.16,0.16,0.16,1.1,1.1,0.8,1.8,0.18,0.13,0.31,0.18,0.31
93320,2022-2023,LaLiga,Mallorca,Braian Cufré,ar ARG,DF,26.0,2.0,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05
93321,2022-2023,LaLiga,Mallorca,Franco Russo,ar ARG,DF,28.0,2.0,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93322,2022-2023,LaLiga,Mallorca,Ángel Rodríguez,es ESP,"FW,MF",35.0,1.0,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.0,1.8,0.65,0.02,0.66,0.65,0.66
93323,2022-2023,LaLiga,Mallorca,Abdón Prats,es ESP,"FW,MF",30.0,1.0,264.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.34,0.34,0.68,0.34,0.68,0.7,0.7,0.2,0.9,0.28,0.09,0.37,0.28,0.37
93324,2022-2023,LaLiga,Mallorca,Ludwig Augustinsson,se SWE,DF,28.0,1.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
93325,2022-2023,LaLiga,Mallorca,Lago Junior,ci CIV,"FW,MF",32.0,0.0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
93326,2022-2023,LaLiga,Mallorca,Manu Morlanes,es ESP,"MF,DF",24.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93327,2022-2023,LaLiga,Mallorca,Javier Llabrés,es ESP,FW,20.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93336,2022-2023,LaLiga,Celta Vigo,Joseph Aidoo,gh GHA,DF,27.0,25.0,2233.0,24.8,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,10.0,69.0,2.0,0.08,0.0,0.08,0.08,0.08,0.8,0.8,0.0,0.9,0.04,0.0,0.04,0.04,0.04
93337,2022-2023,LaLiga,Celta Vigo,Javi Galán,es ESP,DF,28.0,24.0,2170.0,24.1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,88.0,68.0,152.0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,2.9,3.3,0.02,0.12,0.14,0.02,0.14
93338,2022-2023,LaLiga,Celta Vigo,Iago Aspas,es ESP,FW,35.0,23.0,2107.0,23.4,11.0,3.0,14.0,10.0,1.0,2.0,4.0,0.0,63.0,103.0,169.0,0.47,0.13,0.6,0.43,0.56,7.6,6.0,4.2,10.2,0.34,0.19,0.53,0.27,0.45
93339,2022-2023,LaLiga,Celta Vigo,Unai Núñez,es ESP,DF,26.0,23.0,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.03,0.0,0.03,0.03,0.03
93340,2022-2023,LaLiga,Celta Vigo,Fran Beltrán,es ESP,MF,24.0,23.0,2009.0,22.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,20.0,92.0,17.0,0.0,0.04,0.04,0.0,0.04,0.6,0.6,1.3,1.9,0.03,0.06,0.09,0.03,0.09
93341,2022-2023,LaLiga,Celta Vigo,Agustín Marchesín,ar ARG,GK,34.0,19.0,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93342,2022-2023,LaLiga,Celta Vigo,Gabriel Veiga,es ESP,MF,20.0,17.0,1433.0,15.9,8.0,3.0,11.0,8.0,0.0,0.0,4.0,1.0,41.0,66.0,45.0,0.5,0.19,0.69,0.5,0.69,4.5,4.5,1.4,5.8,0.29,0.09,0.39,0.29,0.39
93343,2022-2023,LaLiga,Celta Vigo,Hugo Mallo,es ESP,DF,31.0,17.0,1383.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,43.0,76.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1.8,0.06,0.06,0.12,0.06,0.12
93344,2022-2023,LaLiga,Celta Vigo,Franco Cervi,ar ARG,MF,28.0,16.0,1399.0,15.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,31.0,41.0,66.0,0.0,0.13,0.13,0.0,0.13,1.0,1.0,1.1,2.2,0.07,0.07,0.14,0.07,0.14
93345,2022-2023,LaLiga,Celta Vigo,Jørgen Strand Larsen,no NOR,FW,23.0,15.0,1219.0,13.5,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,10.0,9.0,49.0,0.15,0.22,0.37,0.15,0.37,3.8,3.8,1.9,5.6,0.28,0.14,0.42,0.28,0.42
93346,2022-2023,LaLiga,Celta Vigo,Óscar Rodríguez Arnaiz,es ESP,MF,24.0,14.0,1290.0,14.3,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,25.0,87.0,31.0,0.14,0.0,0.14,0.14,0.14,3.1,3.1,1.5,4.6,0.22,0.1,0.32,0.22,0.32
93347,2022-2023,LaLiga,Celta Vigo,Carles Pérez,es ESP,"MF,FW",25.0,14.0,1280.0,14.2,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,46.0,33.0,95.0,0.0,0.21,0.21,0.0,0.21,1.6,1.6,0.7,2.3,0.12,0.05,0.17,0.12,0.17
93348,2022-2023,LaLiga,Celta Vigo,Óscar Mingueza,es ESP,DF,23.0,12.0,1144.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,59.0,36.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,1.6,0.04,0.09,0.12,0.04,0.12
93349,2022-2023,LaLiga,Celta Vigo,Renato Tapia,pe PER,"MF,DF",27.0,9.0,792.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,0.04,0.08,0.12,0.04,0.12
93350,2022-2023,LaLiga,Celta Vigo,Luca de la Torre,us USA,MF,24.0,8.0,701.0,7.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,24.0,26.0,29.0,0.0,0.26,0.26,0.0,0.26,0.5,0.5,1.2,1.7,0.08,0.17,0.24,0.08,0.24
93351,2022-2023,LaLiga,Celta Vigo,Iván Villar,es ESP,GK,25.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93352,2022-2023,LaLiga,Celta Vigo,Gonçalo Paciência,pt POR,"FW,MF",28.0,4.0,405.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,25.0,0.22,0.0,0.22,0.22,0.22,0.9,0.9,0.4,1.3,0.19,0.1,0.29,0.19,0.29
93353,2022-2023,LaLiga,Celta Vigo,Haris Seferović,ch SUI,"FW,MF",31.0,2.0,257.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,12.0,0.35,0.0,0.35,0.35,0.35,0.5,0.5,0.2,0.7,0.23,0.11,0.34,0.23,0.34
93354,2022-2023,LaLiga,Celta Vigo,Augusto Solari,ar ARG,"MF,FW",31.0,2.0,214.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10.0,0.0,0.42,0.42,0.0,0.42,0.3,0.3,0.2,0.5,0.12,0.08,0.19,0.12,0.19
93355,2022-2023,LaLiga,Celta Vigo,Kevin Vázquez,es ESP,"MF,DF",29.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.11,0.0,0.11
93356,2022-2023,LaLiga,Celta Vigo,Pablo Durán,es ESP,"MF,DF",22.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93357,2022-2023,LaLiga,Celta Vigo,Williot Swedberg,se SWE,MF,19.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93358,2022-2023,LaLiga,Celta Vigo,Carlos Dominguez,es ESP,DF,22.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93359,2022-2023,LaLiga,Celta Vigo,Hugo Sotelo,es ESP,MF,19.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
93372,2022-2023,LaLiga,Girona,Aleix García,es ESP,MF,25.0,24.0,2056.0,22.8,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,34.0,130.0,62.0,0.04,0.22,0.26,0.04,0.26,1.5,1.5,6.1,7.6,0.07,0.27,0.33,0.07,0.33
93373,2022-2023,LaLiga,Girona,Santiago Bueno,uy URU,DF,24.0,23.0,2057.0,22.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,13.0,99.0,2.0,0.0,0.04,0.04,0.0,0.04,1.2,1.2,1.0,2.2,0.05,0.04,0.1,0.05,0.1
93374,2022-2023,LaLiga,Girona,Valentín Castellanos,ar ARG,FW,24.0,22.0,1752.0,19.5,6.0,0.0,6.0,5.0,1.0,1.0,7.0,0.0,22.0,25.0,94.0,0.31,0.0,0.31,0.26,0.26,6.4,5.6,0.8,6.4,0.33,0.04,0.37,0.29,0.33
93375,2022-2023,LaLiga,Girona,Oriol Romeu,es ESP,MF,31.0,20.0,1800.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,9.0,86.0,14.0,0.05,0.0,0.05,0.05,0.05,1.4,1.4,0.7,2.1,0.07,0.03,0.1,0.07,0.1
93376,2022-2023,LaLiga,Girona,Arnau Martinez,es ESP,DF,19.0,19.0,1576.0,17.5,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,37.0,62.0,71.0,0.11,0.11,0.23,0.11,0.23,1.5,1.5,2.1,3.7,0.09,0.12,0.21,0.09,0.21
93377,2022-2023,LaLiga,Girona,Miguel Gutiérrez,es ESP,DF,21.0,18.0,1603.0,17.8,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,49.0,69.0,112.0,0.06,0.11,0.17,0.06,0.17,0.5,0.5,2.4,3.0,0.03,0.14,0.17,0.03,0.17
93378,2022-2023,LaLiga,Girona,Rodrigo Riquelme,es ESP,"MF,FW",22.0,17.0,1484.0,16.5,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,73.0,62.0,103.0,0.24,0.12,0.36,0.24,0.36,3.2,3.2,2.2,5.4,0.2,0.13,0.33,0.2,0.33
93379,2022-2023,LaLiga,Girona,Paulo Gazzaniga,ar ARG,GK,31.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93380,2022-2023,LaLiga,Girona,David López,es ESP,DF,33.0,11.0,977.0,10.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,17.0,35.0,0.0,0.18,0.09,0.28,0.18,0.28,0.6,0.6,0.3,0.9,0.05,0.03,0.08,0.05,0.08
93381,2022-2023,LaLiga,Girona,Juanpe,es ESP,DF,31.0,11.0,930.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.01,0.01,0.03,0.01,0.03
93382,2022-2023,LaLiga,Girona,Juan Carlos,es ESP,GK,35.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93383,2022-2023,LaLiga,Girona,Bernardo Espinosa,co COL,DF,33.0,10.0,842.0,9.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,19.0,2.0,0.0,0.11,0.11,0.0,0.11,0.5,0.5,0.0,0.6,0.06,0.0,0.06,0.06,0.06
93384,2022-2023,LaLiga,Girona,Yangel Herrera,ve VEN,"MF,FW",25.0,10.0,776.0,8.6,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,15.0,39.0,47.0,0.23,0.23,0.46,0.23,0.46,2.1,2.1,0.9,3.0,0.25,0.1,0.35,0.24,0.34
93385,2022-2023,LaLiga,Girona,Toni Villa,es ESP,"MF,FW",28.0,8.0,659.0,7.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,29.0,31.0,65.0,0.14,0.27,0.41,0.14,0.41,0.9,0.9,1.1,2.0,0.12,0.15,0.28,0.12,0.28
93386,2022-2023,LaLiga,Girona,Yan Couto,br BRA,"DF,MF",20.0,7.0,684.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,37.0,49.0,0.0,0.13,0.13,0.0,0.13,0.3,0.3,1.1,1.4,0.04,0.14,0.18,0.04,0.18
93387,2022-2023,LaLiga,Girona,Javi,es ESP,DF,24.0,7.0,586.0,6.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,19.0,44.0,13.0,0.15,0.15,0.31,0.15,0.31,0.5,0.5,0.4,0.9,0.08,0.06,0.14,0.08,0.14
93388,2022-2023,LaLiga,Girona,Iván Martín,es ESP,MF,24.0,6.0,590.0,6.6,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,8.0,14.0,40.0,0.46,0.15,0.61,0.46,0.61,1.4,1.4,1.0,2.4,0.22,0.16,0.37,0.22,0.37
93389,2022-2023,LaLiga,Girona,Cristhian Stuani,uy URU,FW,36.0,5.0,689.0,7.7,6.0,0.0,6.0,3.0,3.0,4.0,5.0,0.0,1.0,8.0,17.0,0.78,0.0,0.78,0.39,0.39,6.7,3.5,0.9,4.4,0.87,0.12,0.99,0.46,0.57
93390,2022-2023,LaLiga,Girona,Valery,es ESP,"MF,DF",23.0,5.0,640.0,7.1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,12.0,13.0,55.0,0.0,0.28,0.28,0.0,0.28,0.4,0.4,1.0,1.4,0.05,0.14,0.2,0.05,0.2
93391,2022-2023,LaLiga,Girona,Borja García,es ESP,"FW,MF",32.0,5.0,380.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,20.0,18.0,0.24,0.0,0.24,0.24,0.24,0.6,0.6,0.4,1.0,0.14,0.1,0.24,0.14,0.24
93392,2022-2023,LaLiga,Girona,Reinier,br BRA,"MF,FW",21.0,3.0,346.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,9.0,10.0,0.26,0.0,0.26,0.26,0.26,0.8,0.8,0.2,1.0,0.21,0.04,0.26,0.21,0.26
93393,2022-2023,LaLiga,Girona,Viktor Tsyhankov,ua UKR,MF,25.0,3.0,274.0,3.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,24.0,0.33,0.99,1.31,0.33,1.31,0.8,0.8,0.9,1.7,0.26,0.29,0.55,0.26,0.55
93394,2022-2023,LaLiga,Girona,Ramón Terrats,es ESP,MF,22.0,2.0,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.08,0.02,0.1,0.08,0.1
93395,2022-2023,LaLiga,Girona,Manu Vallejo,es ESP,"FW,MF",26.0,2.0,206.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,25.0,0.0,0.44,0.44,0.0,0.44,0.0,0.0,0.3,0.3,0.01,0.12,0.13,0.01,0.13
93396,2022-2023,LaLiga,Girona,Samuel Sáiz,es ESP,MF,32.0,1.0,240.0,2.7,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,5.0,17.0,18.0,0.75,0.0,0.75,0.0,0.0,1.7,0.1,0.2,0.4,0.64,0.08,0.72,0.05,0.13
93397,2022-2023,LaLiga,Girona,Oscar Ureña,es ESP,MF,20.0,1.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.16,0.0,0.16,0.16,0.16
93398,2022-2023,LaLiga,Girona,Joel Roca,es ESP,"MF,FW",17.0,0.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.24,0.05,0.29,0.24,0.29
93399,2022-2023,LaLiga,Girona,Alexander Callens,pe PER,DF,30.0,0.0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93400,2022-2023,LaLiga,Girona,Ricard Artero,es ESP,FW,20.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93410,2022-2023,LaLiga,Sevilla,Yassine Bounou,ma MAR,GK,31.0,23.0,1971.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93411,2022-2023,LaLiga,Sevilla,Nemanja Gudelj,rs SRB,"DF,MF",31.0,21.0,1874.0,20.8,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,20.0,71.0,4.0,0.14,0.0,0.14,0.14,0.14,1.3,1.3,0.2,1.5,0.06,0.01,0.07,0.06,0.07
93412,2022-2023,LaLiga,Sevilla,Óliver Torres,es ESP,"MF,FW",28.0,21.0,1633.0,18.1,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,24.0,110.0,124.0,0.17,0.06,0.22,0.17,0.22,1.8,1.8,2.5,4.3,0.1,0.14,0.24,0.1,0.24
93413,2022-2023,LaLiga,Sevilla,Joan Jordán,es ESP,MF,28.0,16.0,1352.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,9.0,96.0,20.0,0.0,0.07,0.07,0.0,0.07,0.8,0.8,0.5,1.4,0.06,0.04,0.1,0.06,0.1
93414,2022-2023,LaLiga,Sevilla,Tanguy Nianzou,fr FRA,DF,20.0,15.0,1231.0,13.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,57.0,0.0,0.07,0.0,0.07,0.07,0.07,0.4,0.4,0.0,0.4,0.03,0.0,0.03,0.03,0.03
93415,2022-2023,LaLiga,Sevilla,Jesús Navas,es ESP,"DF,FW",37.0,14.0,1294.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,30.0,68.0,160.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,2.2,0.02,0.15,0.16,0.02,0.16
93416,2022-2023,LaLiga,Sevilla,Marcos Acuña,ar ARG,DF,31.0,14.0,1238.0,13.8,2.0,1.0,3.0,2.0,0.0,0.0,8.0,1.0,28.0,75.0,63.0,0.15,0.07,0.22,0.15,0.22,0.9,0.9,2.3,3.2,0.07,0.17,0.24,0.07,0.24
93417,2022-2023,LaLiga,Sevilla,Ivan Rakitić,hr CRO,MF,35.0,14.0,1157.0,12.9,1.0,2.0,3.0,0.0,1.0,2.0,3.0,1.0,31.0,88.0,63.0,0.08,0.16,0.23,0.0,0.16,2.8,1.2,1.2,2.4,0.23,0.1,0.33,0.1,0.2
93418,2022-2023,LaLiga,Sevilla,Fernando,br BRA,"MF,DF",35.0,14.0,1144.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.01,0.01,0.02,0.01,0.02
93419,2022-2023,LaLiga,Sevilla,Érik Lamela,ar ARG,"FW,MF",31.0,13.0,1300.0,14.4,4.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0,52.0,53.0,118.0,0.28,0.0,0.28,0.28,0.28,3.1,3.1,1.1,4.3,0.22,0.08,0.3,0.22,0.3
93420,2022-2023,LaLiga,Sevilla,Youssef En-Nesyri,ma MAR,FW,25.0,11.0,1013.0,11.3,5.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,9.0,5.0,45.0,0.44,0.0,0.44,0.44,0.44,5.3,5.3,0.1,5.4,0.51,0.01,0.52,0.51,0.52
93421,2022-2023,LaLiga,Sevilla,Gonzalo Montiel,ar ARG,DF,26.0,11.0,955.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,23.0,33.0,67.0,0.0,0.09,0.09,0.0,0.09,0.7,0.7,1.0,1.6,0.06,0.09,0.15,0.06,0.15
93422,2022-2023,LaLiga,Sevilla,Rafa Mir,es ESP,FW,25.0,10.0,814.0,9.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,10.0,7.0,39.0,0.33,0.0,0.33,0.33,0.33,4.7,4.7,0.8,5.6,0.52,0.09,0.61,0.52,0.61
93423,2022-2023,LaLiga,Sevilla,Isco,es ESP,"MF,FW",30.0,10.0,799.0,8.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,16.0,37.0,36.0,0.0,0.23,0.23,0.0,0.23,0.4,0.4,1.7,2.1,0.05,0.19,0.24,0.05,0.24
93424,2022-2023,LaLiga,Sevilla,Alex Telles,br BRA,DF,30.0,9.0,925.0,10.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,15.0,22.0,56.0,0.0,0.19,0.19,0.0,0.19,0.2,0.2,1.0,1.2,0.02,0.1,0.12,0.02,0.12
93425,2022-2023,LaLiga,Sevilla,Karim Rekik,nl NED,DF,28.0,9.0,664.0,7.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,10.0,37.0,5.0,0.14,0.14,0.27,0.14,0.27,0.7,0.7,0.0,0.7,0.09,0.0,0.09,0.09,0.09
93426,2022-2023,LaLiga,Sevilla,Papu Gómez,ar ARG,"MF,FW",35.0,6.0,670.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,19.0,64.0,42.0,0.0,0.13,0.13,0.0,0.13,1.1,1.1,0.5,1.6,0.15,0.07,0.21,0.15,0.21
93427,2022-2023,LaLiga,Sevilla,Loïc Bade,fr FRA,DF,22.0,6.0,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03
93428,2022-2023,LaLiga,Sevilla,Suso,es ESP,"MF,FW",29.0,5.0,569.0,6.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,14.0,47.0,56.0,0.16,0.16,0.32,0.16,0.32,0.7,0.7,1.2,1.9,0.12,0.21,0.33,0.12,0.33
93429,2022-2023,LaLiga,Sevilla,Lucas Ocampos,ar ARG,"FW,MF",28.0,5.0,539.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,12.0,15.0,46.0,0.17,0.0,0.17,0.0,0.0,0.6,0.6,0.9,1.5,0.12,0.17,0.29,0.12,0.29
93430,2022-2023,LaLiga,Sevilla,Carmona,es ESP,DF,21.0,5.0,527.0,5.9,2.0,1.0,3.0,2.0,0.0,0.0,6.0,1.0,9.0,11.0,8.0,0.34,0.17,0.51,0.34,0.51,0.8,0.8,0.4,1.2,0.14,0.06,0.2,0.14,0.2
