,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2492,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,20,2002,7.1,0,7,2,28.6,0.98,0.28,0.0,0.0,18.9,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
2493,David Soria,es ESP,GK,Getafe,es La Liga,29,1993,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2494,Roberto Soriano,it ITA,"FW,MF",Bologna,it Serie A,31,1991,14.7,1,13,2,15.4,0.88,0.14,0.08,0.5,20.3,0.0,0,0,0.6,0.6,0.05,0.4,0.4
2495,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,24,1998,21.7,2,15,6,40.0,0.69,0.28,0.13,0.33,20.7,6.0,0,0,1.0,1.0,0.07,1.0,1.0
2496,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,20,2002,7.6,0,3,1,33.3,0.39,0.13,0.0,0.0,34.8,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
2497,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,18,2003,0.2,0,1,0,0.0,5.29,0.0,0.0,,20.8,0.0,0,0,0.0,0.0,0.04,0.0,0.0
2498,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,31,1990,33.9,7,86,29,33.7,2.53,0.85,0.07,0.21,15.6,0.0,1,3,10.5,8.1,0.09,-3.5,-2.1
2499,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23,1999,9.3,0,21,8,38.1,2.27,0.86,0.0,0.0,19.9,1.0,0,0,1.0,1.0,0.05,-1.0,-1.0
2500,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,27,1995,31.3,2,34,13,38.2,1.09,0.42,0.06,0.15,10.8,0.0,0,0,4.0,4.0,0.12,-2.0,-2.0
2501,Matìas Soulé,ar ARG,"MF,FW",Juventus,it Serie A,19,2003,4.7,1,10,5,50.0,2.14,1.07,0.1,0.2,16.7,0.0,0,0,1.5,1.5,0.15,-0.5,-0.5
2502,Moussa Soumano,fr FRA,FW,Ajaccio,fr Ligue 1,17,2005,5.5,1,6,2,33.3,1.09,0.36,0.17,0.5,17.5,0.0,0,0,0.5,0.5,0.09,0.5,0.5
2503,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30,1992,20.7,0,2,1,50.0,0.1,0.05,0.0,0.0,8.8,0.0,0,0,0.3,0.3,0.16,-0.3,-0.3
2504,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,23,1999,18.1,0,1,0,0.0,0.06,0.0,0.0,,28.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0
2505,Arnaud Souquet,fr FRA,"DF,FW",Montpellier,fr Ligue 1,30,1992,4.0,0,1,0,0.0,0.25,0.0,0.0,,20.7,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
2506,Dyego Sousa,pt POR,FW,Almería,es La Liga,32,1989,5.9,0,13,4,30.8,2.22,0.68,0.0,0.0,14.2,0.0,0,0,1.2,1.2,0.09,-1.2,-1.2
2507,Harry Souttar,au AUS,DF,Leicester City,eng Premier League,23,1998,11.0,0,8,1,12.5,0.73,0.09,0.0,0.0,9.6,0.0,0,0,1.4,1.4,0.18,-1.4,-1.4
2508,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23,1999,27.0,1,10,4,40.0,0.37,0.15,0.1,0.25,21.9,0.0,0,0,0.8,0.8,0.08,0.2,0.2
2509,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25,1997,29.4,4,28,10,35.7,0.95,0.34,0.14,0.4,24.8,0.0,0,0,1.7,1.7,0.06,2.3,2.3
2510,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26,1996,5.9,1,5,2,40.0,0.85,0.34,0.2,0.5,9.5,0.0,0,0,0.4,0.4,0.08,0.6,0.6
2511,Kevin Spadanuda,ch SUI,"MF,FW",Ajaccio,fr Ligue 1,25,1997,11.8,0,7,1,14.3,0.59,0.08,0.0,0.0,14.2,0.0,0,0,0.7,0.7,0.1,-0.7,-0.7
2512,Djed Spence,eng ENG,"FW,DF",Tottenham,eng Premier League,21,2000,0.1,0,1,0,0.0,12.86,0.0,0.0,,8.9,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
2513,Djed Spence,eng ENG,DF,Rennes,fr Ligue 1,21,2000,6.4,0,3,1,33.3,0.47,0.16,0.0,0.0,14.0,0.0,0,0,0.4,0.4,0.12,-0.4,-0.4
2514,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,26,1996,34.7,2,24,5,20.8,0.69,0.14,0.08,0.4,20.2,0.0,0,0,1.8,1.8,0.07,0.2,0.2
2515,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,29,1993,18.4,1,10,6,60.0,0.54,0.33,0.1,0.17,18.7,0.0,0,0,1.0,1.0,0.1,0.0,0.0
2516,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30,1992,14.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2517,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26,1996,3.3,0,1,0,0.0,0.3,0.0,0.0,,16.0,0.0,0,0,0.1,0.1,0.09,-0.1,-0.1
2518,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,23,1998,23.0,1,36,10,27.8,1.57,0.43,0.03,0.1,22.6,4.0,0,0,2.2,2.2,0.06,-1.2,-1.2
2519,Kostas Stafylidis,gr GRE,"DF,MF",Bochum,de Bundesliga,28,1993,11.6,0,14,2,14.3,1.21,0.17,0.0,0.0,29.5,1.0,0,0,0.4,0.4,0.03,-0.4,-0.4
2520,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,25,1996,20.6,3,19,7,36.8,0.92,0.34,0.16,0.43,12.5,0.0,0,0,3.1,3.1,0.16,-0.1,-0.1
2521,Veit Stange,de GER,MF,Hertha BSC,de Bundesliga,18,2004,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2522,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22,2000,6.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2523,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,32,1989,0.7,0,1,0,0.0,1.48,0.0,0.0,,24.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0
2524,Jay Stansfield,eng ENG,FW,Fulham,eng Premier League,19,2002,1.0,0,2,0,0.0,2.07,0.0,0.0,,13.9,0.0,0,0,0.3,0.3,0.13,-0.3,-0.3
2525,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27,1995,23.1,0,3,1,33.3,0.13,0.04,0.0,0.0,10.1,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2
2526,Jason Steele,eng ENG,GK,Brighton,eng Premier League,31,1990,15.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2527,Calvin Stengs,nl NED,FW,Nice,fr Ligue 1,23,1998,2.4,0,3,1,33.3,1.27,0.42,0.0,0.0,20.1,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3
2528,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,26,1996,3.7,0,2,0,0.0,0.54,0.0,0.0,,17.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0
2529,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,28,1994,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2530,Jack Stephens,eng ENG,DF,Bournemouth,eng Premier League,28,1994,13.0,0,2,1,50.0,0.15,0.08,0.0,0.0,5.2,0.0,0,0,0.4,0.4,0.2,-0.4,-0.4
2531,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,27,1994,21.0,6,42,16,38.1,2.0,0.76,0.14,0.38,13.6,0.0,0,0,6.2,6.2,0.15,-0.2,-0.2
2532,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21,2001,7.8,1,7,3,42.9,0.89,0.38,0.14,0.33,22.1,0.0,0,0,0.3,0.3,0.04,0.7,0.7
2533,Lars Stindl,de GER,"FW,MF",M'Gladbach,de Bundesliga,33,1988,19.3,8,50,22,44.0,2.6,1.14,0.16,0.36,20.7,3.0,0,0,5.0,5.0,0.1,3.0,3.0
2534,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,28,1993,28.9,5,45,11,24.4,1.56,0.38,0.04,0.18,25.8,7.0,3,3,4.4,2.1,0.05,0.6,-0.1
2535,Petar Stojanović,si SVN,DF,Empoli,it Serie A,26,1995,17.0,0,10,2,20.0,0.59,0.12,0.0,0.0,25.1,1.0,0,0,0.3,0.3,0.03,-0.3,-0.3
2536,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,28,1994,20.5,2,11,3,27.3,0.54,0.15,0.18,0.67,13.4,0.0,0,0,1.0,1.0,0.1,1.0,1.0
2537,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,22,2000,18.9,4,41,15,36.6,2.16,0.79,0.1,0.27,12.6,0.0,0,0,5.6,5.6,0.14,-1.6,-1.6
2538,Tony Strata,fr FRA,"MF,DF",Ajaccio,fr Ligue 1,17,2004,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2540,Dávid Strelec,sk SVK,FW,Spezia,it Serie A,21,2001,1.9,0,3,1,33.3,1.6,0.53,0.0,0.0,11.2,0.0,0,0,0.5,0.5,0.17,-0.5,-0.5
2541,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,22,1999,24.4,2,16,7,43.8,0.65,0.29,0.13,0.29,13.4,0.0,0,0,1.4,1.4,0.09,0.6,0.6
2542,Cristhian Stuani,uy URU,FW,Girona,es La Liga,35,1986,12.1,9,29,15,51.7,2.39,1.24,0.14,0.27,13.0,0.0,5,6,9.7,5.0,0.17,-0.7,-1.0
2543,Damián Suárez,uy URU,"DF,MF",Getafe,es La Liga,34,1988,21.6,1,6,1,16.7,0.28,0.05,0.17,1.0,19.0,0.0,0,0,1.1,1.1,0.18,-0.1,-0.1
2544,Denis Suárez,es ESP,"MF,FW",Espanyol,es La Liga,28,1994,10.5,0,4,2,50.0,0.38,0.19,0.0,0.0,19.4,0.0,0,0,0.5,0.5,0.12,-0.5,-0.5
2545,Mario Suárez,es ESP,"MF,DF",Rayo Vallecano,es La Liga,35,1987,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2546,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,24,1997,14.0,0,2,0,0.0,0.14,0.0,0.0,,17.8,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
2547,Isaac Success,ng NGA,FW,Udinese,it Serie A,26,1996,20.2,1,35,5,14.3,1.74,0.25,0.03,0.2,16.3,0.0,0,0,3.3,3.3,0.1,-2.3,-2.3
2548,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,26,1995,23.5,2,33,7,21.2,1.4,0.3,0.06,0.29,17.2,0.0,0,0,2.2,2.2,0.07,-0.2,-0.2
2549,Ibrahim Sulemana,gh GHA,MF,Hellas Verona,it Serie A,19,2003,7.2,0,9,3,33.3,1.24,0.41,0.0,0.0,24.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
2550,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,20,2002,10.7,2,24,7,29.2,2.24,0.65,0.08,0.29,18.8,0.0,0,0,1.7,1.7,0.07,0.3,0.3
2551,Kamaldeen Sulemana,gh GHA,"FW,MF",Rennes,fr Ligue 1,20,2002,3.6,1,13,3,23.1,3.59,0.83,0.08,0.33,17.6,0.0,0,0,1.4,1.4,0.11,-0.4,-0.4
2552,Crysencio Summerville,nl NED,FW,Leeds United,eng Premier League,20,2001,15.8,4,29,9,31.0,1.83,0.57,0.14,0.44,15.3,0.0,0,0,2.9,2.9,0.1,1.1,1.1
2553,Ivan Šunjić,hr CRO,MF,Hertha BSC,de Bundesliga,25,1996,11.0,0,6,3,50.0,0.54,0.27,0.0,0.0,16.8,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6
2554,Sam Surridge,eng ENG,FW,Nott'ham Forest,eng Premier League,24,1998,3.6,1,9,2,22.2,2.51,0.56,0.11,0.5,11.6,0.0,0,0,1.8,1.8,0.2,-0.8,-0.8
2555,Suso,es ESP,"MF,FW",Sevilla,es La Liga,28,1993,11.8,2,24,9,37.5,2.03,0.76,0.08,0.22,24.1,2.0,0,0,1.1,1.1,0.05,0.9,0.9
2556,Yuito Suzuki,jp JPN,"FW,MF",Strasbourg,fr Ligue 1,20,2001,0.4,1,2,1,50.0,5.0,2.5,0.5,1.0,13.0,0.0,0,0,0.1,0.1,0.07,0.9,0.9
2557,Mattias Svanberg,se SWE,"MF,FW",Wolfsburg,de Bundesliga,23,1999,20.4,4,30,10,33.3,1.47,0.49,0.13,0.4,16.9,4.0,0,0,4.4,4.4,0.15,-0.4,-0.4
2558,Mile Svilar,rs SRB,GK,Roma,it Serie A,22,1999,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2559,Williot Swedberg,se SWE,MF,Celta Vigo,es La Liga,18,2004,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2560,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,28,1994,14.5,1,10,1,10.0,0.69,0.07,0.1,1.0,14.8,0.0,0,0,0.8,0.8,0.08,0.2,0.2
2561,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,28,1994,15.2,0,9,3,33.3,0.59,0.2,0.0,0.0,17.9,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
2562,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,32,1990,27.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2563,Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,de Bundesliga,21,2000,27.2,6,58,28,48.3,2.14,1.03,0.09,0.18,23.2,9.0,1,1,5.5,4.7,0.08,0.5,0.3
2564,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,26,1995,26.5,12,63,27,42.9,2.38,1.02,0.19,0.44,11.3,0.0,0,0,12.7,12.7,0.2,-0.7,-0.7
2565,Alexander Sørloth,no NOR,FW,RB Leipzig,de Bundesliga,26,1995,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2566,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,29,1992,33.2,1,23,5,21.7,0.69,0.15,0.04,0.2,16.8,0.0,0,0,2.4,1.9,0.08,-1.4,-0.9
2567,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,26,1996,27.6,1,10,2,20.0,0.36,0.07,0.1,0.5,9.7,0.0,0,0,1.1,1.1,0.11,-0.1,-0.1
2568,Benjamin Tahirovic,ba BIH,MF,Roma,it Serie A,19,2003,3.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2569,Waniss Taibi,fr FRA,MF,Angers,fr Ligue 1,20,2002,2.1,0,1,0,0.0,0.48,0.0,0.0,,6.5,0.0,0,0,0.3,0.3,0.31,-0.3,-0.3
2570,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,29,1993,18.7,2,25,6,24.0,1.34,0.32,0.08,0.33,18.4,0.0,0,0,2.3,2.3,0.09,-0.3,-0.3
2571,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,24,1998,38.0,1,9,6,66.7,0.24,0.16,0.11,0.17,11.8,0.0,0,0,0.7,0.7,0.08,0.3,0.3
2572,Thibault Tamas,fr FRA,DF,Montpellier,fr Ligue 1,21,2001,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2573,Adrien Tameze,cm CMR,MF,Hellas Verona,it Serie A,28,1994,33.7,0,12,2,16.7,0.36,0.06,0.0,0.0,22.8,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9
2574,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,23,1999,1.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2575,Renato Tapia,pe PER,"MF,DF",Celta Vigo,es La Liga,27,1995,16.1,0,15,3,20.0,0.93,0.19,0.0,0.0,19.3,1.0,0,0,1.0,1.0,0.06,-1.0,-1.0
2576,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,23,1999,31.9,1,13,1,7.7,0.41,0.03,0.0,0.0,14.9,0.0,1,2,2.8,1.2,0.09,-1.8,-1.2
2577,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,30,1992,11.2,3,10,2,20.0,0.89,0.18,0.0,0.0,29.8,1.0,3,3,2.9,0.5,0.05,0.1,-0.5
2578,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,26,1995,6.8,0,1,0,0.0,0.15,0.0,0.0,,25.8,0.0,0,0,0.0,0.0,0.01,0.0,0.0
2579,James Tarkowski,eng ENG,DF,Everton,eng Premier League,29,1992,38.0,1,32,9,28.1,0.84,0.24,0.03,0.11,9.0,0.0,0,0,3.1,3.1,0.1,-2.1,-2.1
2580,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,36,1986,16.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2581,Niklas Tauer,de GER,"DF,MF",Mainz 05,de Bundesliga,21,2001,1.0,0,1,0,0.0,0.97,0.0,0.0,,9.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
2582,Nuno Tavares,pt POR,"DF,MF",Marseille,fr Ligue 1,22,2000,26.1,6,65,17,26.2,2.49,0.65,0.09,0.35,19.4,0.0,0,0,4.5,4.5,0.07,1.5,1.5
2583,Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,eng Premier League,23,1999,19.4,5,37,14,37.8,1.91,0.72,0.14,0.36,17.3,2.0,0,0,3.1,3.1,0.09,1.9,1.9
2584,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,19,2002,12.2,1,4,2,50.0,0.33,0.16,0.25,0.5,18.8,0.0,0,0,0.4,0.4,0.09,0.6,0.6
2585,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,22,2000,23.5,0,38,6,15.8,1.61,0.25,0.0,0.0,22.1,0.0,0,0,1.8,1.8,0.05,-1.8,-1.8
2586,Mathys Tel,fr FRA,FW,Bayern Munich,de Bundesliga,17,2005,4.6,5,20,11,55.0,4.32,2.37,0.25,0.45,15.0,0.0,0,0,2.7,2.7,0.13,2.3,2.3
2587,Semir Telalovic,de GER,"MF,FW",M'Gladbach,de Bundesliga,22,1999,0.1,0,1,1,100.0,9.0,9.0,0.0,0.0,25.0,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
2588,Alex Telles,br BRA,DF,Sevilla,es La Liga,29,1992,15.9,0,12,1,8.3,0.76,0.06,0.0,0.0,22.5,1.0,0,0,0.4,0.4,0.04,-0.4,-0.4
2589,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,30,1992,37.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2590,Simon Terodde,de GER,FW,Schalke 04,de Bundesliga,34,1988,20.3,5,43,19,44.2,2.12,0.94,0.12,0.26,12.4,0.0,0,1,6.3,5.5,0.13,-1.3,-0.5
2591,Filippo Terracciano,it ITA,"DF,MF",Hellas Verona,it Serie A,19,2003,9.1,0,5,3,60.0,0.55,0.33,0.0,0.0,23.3,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
2592,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,32,1990,29.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2593,Ramón Terrats,es ESP,MF,Villarreal,es La Liga,21,2000,9.1,1,15,6,40.0,1.65,0.66,0.07,0.17,24.3,0.0,0,0,0.9,0.9,0.06,0.1,0.1
2594,Ramón Terrats,es ESP,MF,Girona,es La Liga,21,2000,2.4,0,4,0,0.0,1.7,0.0,0.0,,25.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
2595,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,25,1997,14.7,9,47,27,57.4,3.21,1.84,0.19,0.33,15.2,0.0,0,0,5.6,5.6,0.12,3.4,3.4
2596,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,22,1999,10.4,1,10,2,20.0,0.96,0.19,0.1,0.5,24.8,0.0,0,0,0.4,0.4,0.04,0.6,0.6
2597,Tetê,br BRA,FW,Leicester City,eng Premier League,22,2000,8.2,1,15,1,6.7,1.84,0.12,0.07,1.0,19.8,0.0,0,0,1.8,1.8,0.12,-0.8,-0.8
2598,Tetê,br BRA,"FW,MF",Lyon,fr Ligue 1,22,2000,12.3,6,30,13,43.3,2.44,1.06,0.2,0.46,16.5,1.0,0,0,4.2,4.2,0.14,1.8,1.8
2599,Kenny Tete,nl NED,DF,Fulham,eng Premier League,26,1995,28.5,1,13,5,38.5,0.46,0.18,0.08,0.2,18.9,0.0,0,0,0.7,0.7,0.05,0.3,0.3
2600,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,29,1993,6.1,0,10,3,30.0,1.65,0.49,0.0,0.0,22.3,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7
2601,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,22,2000,34.7,4,31,10,32.3,0.89,0.29,0.13,0.4,11.9,0.0,0,0,4.5,4.5,0.15,-0.5,-0.5
2602,Malick Thiaw,de GER,DF,Milan,it Serie A,20,2001,15.1,0,8,3,37.5,0.53,0.2,0.0,0.0,10.9,0.0,0,0,0.8,0.8,0.11,-0.8,-0.8
2603,Malick Thiaw,de GER,DF,Schalke 04,de Bundesliga,20,2001,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,8.8,0.0,0,0,0.2,0.2,0.12,-0.2,-0.2
2604,Jan Thielmann,de GER,FW,Köln,de Bundesliga,20,2002,9.7,2,13,7,53.8,1.35,0.72,0.15,0.29,18.1,0.0,0,0,1.1,1.1,0.08,0.9,0.9
2605,Sada Thioub,sn SEN,"DF,FW",Angers,fr Ligue 1,27,1995,11.8,1,9,1,11.1,0.76,0.08,0.11,1.0,14.0,0.0,0,0,1.4,1.4,0.15,-0.4,-0.4
2606,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,21,2001,11.9,0,3,0,0.0,0.25,0.0,0.0,,16.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
2607,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,28,1993,10.4,0,17,5,29.4,1.63,0.48,0.0,0.0,12.1,0.0,0,0,1.5,1.5,0.09,-1.5,-1.5
2608,Adrien Thomasson,fr FRA,"MF,FW",Lens,fr Ligue 1,28,1993,14.2,5,21,9,42.9,1.48,0.63,0.24,0.56,14.5,0.0,0,0,3.0,3.0,0.14,2.0,2.0
2609,Morten Thorsby,no NOR,MF,Union Berlin,de Bundesliga,26,1996,9.3,1,9,3,33.3,0.97,0.32,0.11,0.33,13.7,0.0,0,0,0.8,0.8,0.09,0.2,0.2
2610,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,23,1999,12.6,2,20,8,40.0,1.58,0.63,0.1,0.25,16.4,0.0,0,0,2.1,2.1,0.11,-0.1,-0.1
2611,Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,21,2001,28.3,2,38,9,23.7,1.34,0.32,0.05,0.22,18.4,0.0,0,0,3.2,3.2,0.08,-1.2,-1.2
2612,Marcus Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,24,1997,27.9,13,92,44,47.8,3.29,1.58,0.14,0.3,12.7,0.0,0,0,16.5,16.5,0.18,-3.5,-3.5
2613,Alexis Tibidi,fr FRA,"FW,MF",Troyes,fr Ligue 1,18,2003,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2614,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,25,1997,26.0,3,29,8,27.6,1.11,0.31,0.07,0.25,27.7,1.0,1,2,2.5,0.9,0.03,0.5,1.1
2615,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,25,1997,8.8,0,7,2,28.6,0.79,0.23,0.0,0.0,23.1,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
2616,Steffen Tigges,de GER,FW,Köln,de Bundesliga,24,1998,17.7,6,35,11,31.4,1.97,0.62,0.17,0.55,12.3,0.0,0,0,5.0,5.0,0.14,1.0,1.0
2617,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,22,1999,31.9,0,14,4,28.6,0.44,0.13,0.0,0.0,13.4,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8
2618,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,26,1995,10.4,0,6,2,33.3,0.57,0.19,0.0,0.0,17.6,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
2619,Umut Tohumcu,de GER,"MF,DF",Hoffenheim,de Bundesliga,17,2004,3.0,0,4,0,0.0,1.33,0.0,0.0,,26.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
2620,Karl Toko Ekambi,cm CMR,"FW,MF",Rennes,fr Ligue 1,29,1992,10.8,3,22,7,31.8,2.04,0.65,0.14,0.43,13.4,0.0,0,0,3.6,3.6,0.16,-0.6,-0.6
2621,Karl Toko Ekambi,cm CMR,"FW,MF",Lyon,fr Ligue 1,29,1992,15.0,4,41,19,46.3,2.73,1.26,0.1,0.21,14.7,0.0,0,0,4.4,4.4,0.11,-0.4,-0.4
2622,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,27,1994,22.6,1,30,9,30.0,1.33,0.4,0.03,0.11,23.0,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7
2623,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,27,1994,29.7,0,5,0,0.0,0.17,0.0,0.0,,18.1,0.0,0,0,0.5,0.5,0.1,-0.5,-0.5
2624,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,31,1990,30.9,2,29,9,31.0,0.94,0.29,0.07,0.22,13.2,0.0,0,0,2.8,2.8,0.1,-0.8,-0.8
2625,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,27,1994,8.9,4,41,14,34.1,4.58,1.57,0.07,0.21,20.6,1.0,1,2,5.1,3.5,0.09,-1.1,-0.5
2626,Tiago Tomás,pt POR,"FW,MF",Stuttgart,de Bundesliga,20,2002,14.3,3,34,13,38.2,2.37,0.91,0.09,0.23,19.1,0.0,0,0,2.9,2.9,0.09,0.1,0.1
2627,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,23,1998,7.4,0,3,0,0.0,0.41,0.0,0.0,,12.1,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2
2628,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,33,1989,3.8,1,3,2,66.7,0.8,0.53,0.33,0.5,12.7,0.0,0,0,1.0,1.0,0.34,0.0,0.0
2629,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,24,1997,30.7,1,9,4,44.4,0.29,0.13,0.11,0.25,14.1,0.0,0,0,1.3,1.3,0.15,-0.3,-0.3
